name,price,sold,shop,brand
La Rive Parfum Original Ironstone For Man 100 ML,155500,500,Rumah Parfum,international
Parfum Fragrance World Supreme L'Homme Extreme 100 ML,225000,18,Rumah Parfum,international
Parfum Pria Wanita Fragrance World Pepper So Spicy Unisex 100 ML,270000,5,Rumah Parfum,international
Bvlgari Parfum Original Omnia Amethyste Woman,1275000,250,Rumah Parfum,international
"Parfum Pria Wanita Montale	Vanilla Cake Unisex 50 ML",1000000,1,Rumah Parfum,international
Parfum Pria Wanita Afnan Supremacy In Oud Unisex 100 ML,705000,1,Rumah Parfum,international
Parfum Giorgio Armani Acqua Di Gio Profondo Man EDP 75 ML,1470000,19,Rumah Parfum,international
Parfum Fragrance World Suave Man 100 ML,225000,80,Rumah Parfum,international
Parfum Pria Paco Rabanne Invictus Platinum Man (Miniatur) 5 ML,195000,18,Rumah Parfum,international
Parfum Pria Wanita French Avenue Essence de Noir EDP 100 ML,415000,4,Rumah Parfum,international
Parfum Pria Fragrance World Jack of Clubs Man 80 ML,365000,9,Rumah Parfum,international
Lorraine Power Pour Homme EDP 120 ML,185000,40,Rumah Parfum,international
"Parfum French Avenue	Glorious Oud Unisex 80 ML",385000,60,Rumah Parfum,international
Promo Couple � Long Lasting Perfume,525000,25,Rumah Parfum,international
Parfum Wanita Zimaya Fatima Velvet Love Woman 100 ML,265000,11,Rumah Parfum,international
Lelido Parfum Original Heavenly Musc Woman 100 ML,150000,70,Rumah Parfum,international
Lorraine Inspire Pour Homme EDP 120 ML,185000,28,Rumah Parfum,international
Parfum Fragrance World Star Men EDP 100 ML,210000,23,Rumah Parfum,international
Parfum Pria Wanita Calvin Klein One Unisex (200 ML),665000,13,Rumah Parfum,international
Parfum Jeanne Arthes Pure Romantic Woman 100 ML,185000,29,Rumah Parfum,international
Parfum Giorgio Armani Acqua Di Gio Man EDP (Miniatur Spray) 15 ML,415000,25,Rumah Parfum,international
Parfum Pria Kenzo Homme EDT Intense 110 ML,870000,16,Rumah Parfum,international
Parfum Geparlys You Are Woman 85 ML,508300,1,Rumah Parfum,international
Parfum Fragrance World Minister Of Oud Oud Satin Unisex 100 ML,235000,1,Rumah Parfum,international
La Rive Parfum Original Cute Woman,155500,100,Rumah Parfum,international
Parfum Pria Wanita Rue Broca Penthouse Ginza Unisex 80 ML,599900,1,Rumah Parfum,international
Guess Parfum Original Guess Seductive Homme Blue,545000,250,Rumah Parfum,international
Parfum Pria Wanita Pendora Scents Pandora Rouge Unisex 100 ML,267500,1,Rumah Parfum,international
Parfum Giorgio Armani Armani Code Parfum Man (Miniatur Spray) 15 ML,425000,6,Rumah Parfum,international
Parfum Marc Jacobs Perfect Intense Woman,1250000,28,Rumah Parfum,international
Parfum Wanita Zimaya Fatima Pink Woman 100 ML,265000,23,Rumah Parfum,international
Parfum Davidoff Cool Water Man Pria,545000,100,Rumah Parfum,international
Parfum Fragrance World Fw L Uomo Man 100 ML,240000,100,Rumah Parfum,international
Parfum Pria Wanita Afnan 9 AM Dive Unisex 100 ML,425000,1,Rumah Parfum,international
Parfum Pria Wanita Maison Margiela Replica Unisex (Miniatur Set),1190000,1,Rumah Parfum,international
Parfum Dynamique La Belicia Woman 100 ML,145000,7,Rumah Parfum,international
Etienne Aigner Parfum Original X Limited Man 125 ML,385000,500,Rumah Parfum,international
Parfum Bu000erry Bu000erry Her Woman 50 ML,810000,20,Rumah Parfum,international
Parfum Dynamique Mumayyaz EDP 100 ML,145000,14,Rumah Parfum,international
Parfum Fragrance World Ur Way Intense Woman 100 ML,210000,50,Rumah Parfum,international
Promo Bundling - Parfum Perfect Pair Sample,99900,3,Rumah Parfum,international
Parfum Pria TAD Angel Pathway Man EDP 100 ML,165000,2,Rumah Parfum,international
Parfum Pria Giorgio Armani Acqua Di Gio Parfum Man 75 ML,1625000,4,Rumah Parfum,international
Parfum Pria Rhenza Active Black EDP 15 ML,95000,50,Rumah Parfum,international
Victoria Secret Parfum Original Love Spell (Body Mist) (New),239500,250,Rumah Parfum,international
Parfum Pria Wanita Calvin Klein One Unisex 100 ML (Tester) ,435000,5,Rumah Parfum,international
Parfum Pria Narciso Rodriguez For Him Bleu Noir Parfum 100 ML,1395000,4,Rumah Parfum,international
Parfum Pria Wanita Montale Intense Cafe Unisex 100 ML,1925000,1,Rumah Parfum,international
Parfum Wanita Anna Sui Fantasia Woman 30 ML,475000,7,Rumah Parfum,international
Etienne Aigner Parfum Original Black Man (125 ML),615000,250,Rumah Parfum,international
Carolina Herrera Parfum Original Good Girl Woman (Tester) 80 ML,1550000,6,Rumah Parfum,international
Parfum Pria Wanita Fragrance World No.4 After Love Unisex 100 ML,235000,2,Rumah Parfum,international
Parfum Lelido Victory Man 100 ML,165000,4,Rumah Parfum,international
Parfum Real Time Sexy Dentelle Woman 100 ML,99500,40,Rumah Parfum,international
Parfum Pria Wanita Tahan Lama Zimaya Royal Leather Unisex 100 ML,245000,2,Rumah Parfum,international
Parfum Pria Fragrance World Eau De Spice Mark & Victor Man 100 ML,235000,30,Rumah Parfum,international
Parfum Wanita Billie Eilish Eilish Woman 100 ML,945000,1,Rumah Parfum,international
Parfum Pria Wanita Promo Bundling - Paket Romansa 100 ML + 100 ML,390000,7,Rumah Parfum,international
J-Lo Parfum Original Still,590000,70,Rumah Parfum,international
Parfum Thierry Mugler Alien Woman (Refillable) 90 ML,1975000,11,Rumah Parfum,international
Parfum Pria Tahan Lama Rhenza Extreme Intense Man Parfum 100 ML,275000,1000,Rumah Parfum,international
Parfum Fragrance World Aqua De Classic Profumo Man 80 ML,210000,100,Rumah Parfum,international
Parfum Pria Tahan lama Rhenza Cool Man,185000,3000,Rumah Parfum,international
Parfum Pria Giorgio Armani Emporio Armani Stronger With You Man 100 ML,1350000,1,Rumah Parfum,international
Omerta Parfum Original Blue Beach Intense For Men 100 ML (FREE GIFT),115000,750,Rumah Parfum,international
Parfum Pria Cristiano Ronaldo CR7 Play it Cool Man 100 ML,475000,10,Rumah Parfum,international
Parfum Pria Wanita Zara Starlight Vanilla 30 ML,380000,2,Rumah Parfum,international
Parfum Pria Giorgio Armani Armani Code Man Parfum (Refill) 75 ML,1625000,3,Rumah Parfum,international
Promo Bundling - Couple Goals Perfume,575000,9,Rumah Parfum,international
Parfum Pria Armaf Odyssey Mega Man 100 ML,355000,9,Rumah Parfum,international
Marc Jacobs Parfum Original Daisy Eau So Fresh Woman,995000,80,Rumah Parfum,international
Parfum Pria Georges Mezotti Blue Rain Sport Extreme Endurance 125 ML,205000,1,Rumah Parfum,international
Calvin Klein Parfum Original Eternity Man EDP 100 ML,820000,250,Rumah Parfum,international
Antonio Banderas Parfum Original The Secret Temptation Man 100 ML,345000,100,Rumah Parfum,international
Parfum David Beckham - Intimately Man 75 ML,380000,20,Rumah Parfum,international
Parfum Pria Wanita Billie Eilish Eilish No 2 Unisex 100 ML,1025000,1,Rumah Parfum,international
Parfum Pria Wanita Pendora Scents Boozy Cherry Unisex 100 ML,267500,1,Rumah Parfum,international
Parfum Pria Tahan Lama La Rive Heroic Man 100 ML,159900,30,Rumah Parfum,international
Parfum Pria Wanita Fragrance World Fresh As Citrus Unisex 100 ML,267500,4,Rumah Parfum,international
Parfum Pria Maison Margiela Replica Jazz Club Man 100 ML,1920000,6,Rumah Parfum,international
Parfum Fragrance World La Uno El Uno Para Hombres 100 ML,225000,40,Rumah Parfum,international
Parfum Pria Davidoff Cool Water Reborn EDP Man 100 ML,700000,8,Rumah Parfum,international
Parfum Dynamique Lail Malaki 100 ML,145000,6,Rumah Parfum,international
John Varvatos Parfum Original Artisan Man,810000,100,Rumah Parfum,international
Parfum Pria Wanita Rasasi Prime EDP Unisex 100 ML,260000,1,Rumah Parfum,international
Parfum Hugo Boss Boss The Scent Le Parfum Man 100 ML,1230000,40,Rumah Parfum,international
Elizabeth Arden Parfum Green Tea Woman,435000,250,Rumah Parfum,international
La Rive Parfum Original LR Password Man,159900,70,Rumah Parfum,international
Parfum Dynamique Maryam EDP 100 ML,145000,9,Rumah Parfum,international
Parfum Pria Wanita Pendora Scents Rose Addict Unisex 100 ML,267500,1,Rumah Parfum,international
Parfum Montblanc Explorer Man (Tester) 100 ML,930000,18,Rumah Parfum,international
Parfum Pria Zimaya Phantom Paragon Man 100 ML,245000,4,Rumah Parfum,international
Parfum Pria Afnan Supremacy Silver Pour Homme 100 ML,490000,1,Rumah Parfum,international
Mont Blanc Legend Man EDP 100 ML,925000,12,Rumah Parfum,international
Parfum Pria Bonjour Nuit Club Man 50 ML,95000,22,Rumah Parfum,international
Parfum Fordive 1970 Man EDP 100 ML,300000,80,Rumah Parfum,international
Parfum Pria Rue Broca Pride My Oud Man 100 ML,280000,7,Rumah Parfum,international
Hermes Parfum Original Terre D Hermes Man EDT (Refillable Set),1665000,18,Rumah Parfum,international
Promo Bundling - Perfume In Love,740000,13,Rumah Parfum,international
Parfum Zara Man Silver 100 ML,425000,90,Rumah Parfum,international
Victoria Secret Parfum Original Amber Romance (Body Mist) (New),239500,100,Rumah Parfum,international
Parfum Wanita Giorgio Armani My Way Parfum Woman 50 ML,1360000,4,Rumah Parfum,international
Parfum Wanita Jeanne Arthes Boum Rainbow Woman 100 ML,200000,1,Rumah Parfum,international
Jeanne Arthes Parfum Original Colonial Club Legend Man,185000,60,Rumah Parfum,international
Parfum G*****o A****I Acqua Di Gio Man EDP 125 ML,1900000,20,Rumah Parfum,international
Parfum Wanita Fragrance World Mon Gracieuse Parfum Intense Woman 100ML,210000,5,Rumah Parfum,international
Parfum Fragrance World Proud Of You Woman 100 ML,210000,17,Rumah Parfum,international
Parfum Pria Nautica Blue Man 50 ML (Tester) 50 ML,200000,13,Rumah Parfum,international
Armaf Parfum Original Club De Nuit Sillage Unisex 105 ML,800000,13,Rumah Parfum,international
Parfum Pria Wanita Bundling Hemat -  Wangi Couple Keren 100 ML+100 ML,262500,2,Rumah Parfum,international
Parfum Bu000erry Bu000erry Her Woman 100 ML,1305000,12,Rumah Parfum,international
Etienne Aigner Parfum Original Pour Femme Woman 100 ML,625000,100,Rumah Parfum,international
Parfum Bi Es Tuxedo Pour Homme 100 ML,185000,4,Rumah Parfum,international
Jaguar Parfum Original Jaguar (Relaunched) Man,352500,250,Rumah Parfum,international
Narciso Rodriguez For Her EDT Woman 100 ML,1245000,15,Rumah Parfum,international
Parfum Pria Wanita Zara Black Dart 30 ML (Broken Box),189000,1,Rumah Parfum,international
Fragrance World Barrakat Satin Oud EDP Unisex - 100 ML,248000,80,Zataru,international
Zimaya Crysta Oud Unisex EDP - 100 ML,328000,8,Zataru,international
Fragrance World Neroli Riviera Unisex EDP - 80 ML,268000,13,Zataru,international
Fragrance World Ace Of Spades Limited Edition Unisex EDP - 80 ML,448000,3,Zataru,international
Zimaya Amber Is Great Unisex EDP - 100 ML,298000,12,Zataru,international
Zimaya Rabab Unisex EDP - 100 ML,298000,4,Zataru,international
Fragrance World Barrakat Aqua Stellar Unisex EDP - 100 ML,318000,10,Zataru,international
Zimaya Oud Is Great Unisex EDP - 100 ML,298000,6,Zataru,international
Armaf Club De Nuit Sillage EDP Unisex - 105 ML,748000,1,Zataru,international
Fragrance World Icy Roses Unisex EDP - 100 ML,318000,4,Zataru,international
Fragrance World Cocktail Intense Unisex EDP - 100 ML,328000,12,Zataru,international
Fragrance World Montera Rouge Tobacco Unisex EDP - 100 ML   ,288000,1,Zataru,international
Fragrance World Barrakat Rouge 540 Extrait De Parfum Unisex - 100 ML,248000,40,Zataru,international
Fragrance World Suave EDP Man - 100 ML,248000,70,Zataru,international
Fragrance World Suave The Parfum Man - 100 ML,248000,50,Zataru,international
Parfum Original - Versace Crystal Noir Woman,935000,30,Zona Wangi,international
Zimaya Musk Is Great Unisex EDP - 100 ML,298000,4,Zataru,international
Fragrance World Cuir Leather Unisex PARFUM EDP - 100 ML(Parfum Unisex),298000,1,Zataru,international
Fragrance World La Uno Intense Blue Pour Homme Man EDP - 100 ML,268000,6,Zataru,international
Alien Objects - LATTE - 50ml Eau de Parfum,810000,100,Alien Objects,local
Alien Objects - ESPRESSO - 50ml Eau de Parfum,810000,60,Alien Objects,local
Alien Objects - LATTE - 10ml Eau de Parfum,220000,100,Alien Objects,local
Alien Objects - ESPRESSO - 10ml Eau de Parfum,220000,100,Alien Objects,local
Alien Objects - Morphine 10ml Eau de Parfum,240000,750,Alien Objects,local
Alien Objects - DORAEMON - 50ml Eau de Parfum,810000,250,Alien Objects,local
Alien Objects - Pandan 50ml - Eau de Parfum,800000,100,Alien Objects,local
Alien Objects - FUFU - 50ml Eau de Parfum,810000,100,Alien Objects,local
Alien Objects - FUFU - 10ml Eau de Parfum,220000,250,Alien Objects,local
Alien Objects - Morphine 50ml Eau de Parfum,910000,100,Alien Objects,local
Alien Objects - Aurora 50ml Eau de Parfum,750000,250,Alien Objects,local
Alien Objects - HUGS - 50ml Eau de Parfum,810000,250,Alien Objects,local
Alien Objects - XOXO - 10ml Eau de Parfum,200000,500,Alien Objects,local
Alien Objects - Pain 10ml Eau de Parfum,315000,100,Alien Objects,local
Alien Objects - XOXO - 50ml Eau de Parfum,750000,100,Alien Objects,local
Alien Objects - HUGS - 10ml Eau de Parfum,220000,500,Alien Objects,local
Alien Objects - Abstract 50ml Eau de Parfum,750000,100,Alien Objects,local
Alien Objects - CRUISE - 50ml Eau de Parfum,810000,100,Alien Objects,local
Alien Objects - COGNAC - 10ml Eau de Parfum,220000,100,Alien Objects,local
Alien Objects & Bydjo - Abstract - 10ml Eau de Parfum,210000,500,Alien Objects,local
Alien Objects - Rudolph 50ml Eau de Parfum,825000,100,Alien Objects,local
Alien Objects - Aurora 10ml Eau de Parfum,200000,750,Alien Objects,local
Alien Objects - Pain 50ml Eau de Parfum,1350000,30,Alien Objects,local
Alien Objects - MECCA - 50ml Eau de Parfum,825000,250,Alien Objects,local
Giordani Gold Essenza Eau de Parfum Edp 50ml,255000,100,Beauty Shop By Oriflame,international
Alien Objects - SHIZUKA - 10ml Eau de Parfum,220000,250,Alien Objects,local
Alt Perfume | BARON - 100ml,299000,250,Alt Perfume,local
Alien Objects - NOBITA - 50ml Eau de Parfum,810000,80,Alien Objects,local
Alien Objects - SHANGRI-LA - 50ml Eau de Parfum,825000,70,Alien Objects,local
Alien Objects - Metal 10ml Eau de Parfum,210000,250,Alien Objects,local
30173 Parfum Eclat Homme Edt,245000,250,Beauty Shop By Oriflame,international
Alien Objects - CRUISE - 10ml Eau de Parfum,210000,100,Alien Objects,local
Alien Objects - SHIZUKA - 50ml Eau de Parfum,810000,100,Alien Objects,local
Alien Objects - Rome 10ml Eau de Parfum,480000,70,Alien Objects,local
Alien Objects - Metal 50ml Eau de Parfum,750000,50,Alien Objects,local
Alien Objects - Rudolph 10ml Eau de Parfum,225000,250,Alien Objects,local
Alien Objects - NOBITA - 10ml Eau de Parfum,220000,250,Alien Objects,local
Alien Objects - Chestnuts 50ml Eau de Parfum,825000,27,Alien Objects,local
Parfum Pria/Men's Collection Citrus Tonic Edt/Dark Wood Edt,99000,250,Beauty Shop By Oriflame,international
38497/Divine Eau de Parfum Edp,190000,70,Beauty Shop By Oriflame,international
Giordani Gold Man Edp Eau de Parfum,265000,30,Beauty Shop By Oriflame,international
Alien Objects - DORAEMON - 10ml Eau de Parfum,220000,500,Alien Objects,local
Alien Objects - MECCA - 10ml Eau de Parfum,225000,250,Alien Objects,local
Alien Objects - SHANGRI-LA - 10ml Eau de Parfum,225000,70,Alien Objects,local
Parfum Miss Giordani/Miss Giordani Gold Edp//Miss Giordani intense Edp,195000,80,Beauty Shop By Oriflame,international
Alien Objects - Silent Night 10ml Eau de Parfum,225000,100,Alien Objects,local
Alien Objects - INDONESIA - Eau de Parfum 10ml,250000,250,Alien Objects,local
Lost In You Eau de Parfum Him 50ml,165000,21,Beauty Shop By Oriflame,international
Possess/Possess Women Parfum/Possess Man Eau de Toilette Edt,249000,70,Beauty Shop By Oriflame,international
Alien Objects - Istanbul 10ml Eau de Parfum,480000,50,Alien Objects,local
BRODO - Natuna Parfume,150000,1000,BRODO OFFICIAL STORE,local
BRODO - Halmahera EDT Parfume,108000,100,BRODO OFFICIAL STORE,local
Parfume Pria BRODO Flores,195000,2000,BRODO OFFICIAL STORE,local
BRODO - UTARA Extrait De Perfume,279000,100,BRODO OFFICIAL STORE,local
BRODO - SELATAN Extrait De Perfume,279000,100,BRODO OFFICIAL STORE,local
Parfum Original - Aigner No 1 Oud Unisex,515000,100,Zona Wangi,international
Parfum Original - Calvin Klein CK All Unisex 100ML,400000,17,Zona Wangi,international
Parfum Original - Carolina Herrera For Men,750000,16,Zona Wangi,international
Parfum Original - Guerlain L Homme Ideal Eau De Parfum Man,1115000,60,Zona Wangi,international
Parfum Original - Remy Latour Cigar Man,250000,100,Zona Wangi,international
Parfum Original - Aramis Man,460000,50,Zona Wangi,international
Parfum Original - Paco Rabanne Pure XS Man,820000,15,Zona Wangi,international
Parfum Original - Hermes Terre D Hermes Eau Intense Vetiver TESTER,1199000,13,Zona Wangi,international
Parfum Original - Jennifer L Love in Motion Woman,270000,250,Zona Wangi,international
Parfum Original - Aigner Debut Woman,485000,100,Zona Wangi,international
